user_id,fold,pred
72cc0d9857dc850e3c1734dcb1c135ef,0,0.5837813944173834
822984965b01903d4bbb8caf8f67b2a7,3,0.9556490023851745
940d5ba27fe8c4ccd8f899a899db2ada,4,0.8767401535034722
253548ad1de71ec1491652fd100ee1c0,0,0.8940700629009246
ca213833a9233f517dec917834da7803,3,0.9556490023851745
15ff72b0bf10a35ee23703395a77aebb,2,0.8066878947072986
220dc7efb74b6a14c7fa7c4385fcb6ca,3,0.3206932994266214
1074ef7191c281e770ffdacf17a5c6ae,1,0.8611564180875317
7a726f328245cae6712b29571f9a8a30,3,0.9556490023851745
de3b975c62353822f9341f05afacc4c4,1,0.8611564180875317
3552f29ec27beccbac83dc08050dd067,0,0.7628378671671304
26f2700a4aaf9e784cc44bfdda6403e7,4,0.4632222514651062
030cb12299052dc1bfff4a1d3c21415c,4,0.8767401535034722
c2852c3cf643a01e0c5330c1cb54c18d,3,0.9556490023851745
6be1d123e8faa001c1f62ac92653d992,4,0.8767401535034722
fee664f5f12deba6278aeba84215cc65,0,0.8940700629009246
895333aa1329e43280b5570061f7a362,2,0.8066878947072986
576515ca000483cc1e5e5f459f0a0803,4,0.8767401535034722
e5b996ecce63d661ffe22fc9a25ca0c2,0,0.8065859865315606
f1b2a7111413deb2b03b0b587bd898a8,1,0.5203829789630479
cc4001b998c07cec0aa8dd946b517a26,0,0.6176495227644525
ba81597a4ed5464f1f8b4ba570b5ee7f,4,0.8767401535034722
9d6f2d84c4644e278ba9d550995ac748,3,0.9556490023851745
38def4d37d1233a24cc3b9dab4e5c4eb,1,0.6892626130617673
421e6f00dff3b8e2ebb18545f69362b3,2,0.8066878947072986
85498540554ad5afd0cd9501e80fc8a3,3,0.909472136660673
a30ac330bbc14d979ec44c4693551de1,4,0.4632222514651062
2e84df0dac65ad3b0a3b8704cdd2bb96,2,0.8066878947072986
08b30e8aa5b1a4d45bd3fd19042af7d7,0,0.8940700629009246
ca16a036b757d8ec06ceb4e331d46af6,3,0.5527584416031159
254541f69e0fded68ca7f15d88941f88,1,0.8611564180875317
48bfb1bf6c09279be92810c8a15d0723,2,0.8066878947072986
07a984f07dc1bb6f3379ee71731eb9a6,0,0.8940700629009246
4454d9fe89d603449103c1a6d6ee7cfc,1,0.7300355740573932
a5b268db23166f1f39ceedb1b1e16079,4,0.8767401535034722
09e7c9b88c9eb9f18d5a9fb0b2151bbd,3,0.9556490023851745
3aec7b2ae1c66a833747ca33aa686d65,1,0.8611564180875317
364cdd1f8fcccb4d1624f903932a8389,1,0.5418032586578092
84bcadc1f42e7a648128c56c5901bb3c,2,0.8066878947072986
662623d1dea7f95c5caa78c9ea41c612,3,0.5527584416031159
e16f72eeae148b3a87709efa518b2c7e,4,0.6635626680916388
f97889815ee91fd3ae9f45139d0d42b6,2,0.8066878947072986
bd689f25350f7d1f7ffff421e60113f5,2,0.8066878947072986
96e685a4141fd59656c6a8e29df0fa7b,2,0.7758636382256001
16346428303912e19aaab838e30543d1,3,0.5888534300506464
cad99b071d35c24f56b3009e3b989059,2,0.7651423326360632
a4a067268a49dffc9cbb4d9d6fd7fe71,0,0.8940700629009246
24baf7cf806d59be5e7b03770719f2b8,3,0.9556490023851745
9250bc7f9ecb74966d7fe05d9a9cfbdb,0,0.5075609279799804
40578318d612916d45e97653548fa26c,1,0.5273709915646688
2f319a45b631c8265f360a56f761d585,0,0.8940700629009246
903940af8679a2aa3e403edfe05a5615,4,0.8767401535034722
0fcc4852020b0f39729763bda02bd120,0,0.8940700629009246
a203ee6ada8c27ddefb68489384fb55e,2,0.8066878947072986
7cc81afa483c85fa8d66b4822846b1aa,3,0.9556490023851745
05e7813eedd4bffa06907fdf57947fe4,3,0.6572266843969552
ed79c8374e92c5b683b748eaf3ca1f15,4,0.8767401535034722
74268152d7d1306fd5d1c0b6abd2f3ae,0,0.8940700629009246
171789bd4d26f4dfc0cb40d9348be876,4,0.8474383332022345
3c0c3bd91ce6be7a6389f6bd9f189417,4,0.4632222514651062
abb2322ddc77e0b45f5daadb96447953,2,0.7986490078793256
aea2a1b3eb7d187f9705ca10f537d84e,0,0.6016873057663444
d4342df708a6150595f75855870fc3d7,2,0.8066878947072986
0f5cfd69041667486a1aa79002dd07ba,3,0.9556490023851745
41615c8601feec956df2eca1740797b1,4,0.8767401535034722
403458264f242922f19bc397ae30df05,1,0.8611564180875317
b521efb575ef527a9dfcad21f081c476,2,0.8066878947072986
a7cb74af6506441ed15e473238d53df3,1,0.8611564180875317
04934fbf58d546c5b62e23d22b30738e,2,0.7232140286443535
50dd6300dc50292a5dd09b41878b0808,1,0.7049724906498774
02e5137a586006e103b8773cb2d7a32f,3,0.7982597760709207
dd8328bc42b51f87ee6c78cf670158eb,1,0.8611564180875317
a27e7b5955279dfbcb15b34f169bca2d,1,0.8611564180875317
be73ded297102cb1f0789bc60c3a524a,1,0.8611564180875317
a1452609e62b368f40f245e3e7d63bc5,0,0.8736519241077807
5a04ab7a0f98592c85f5fb68b7cba093,4,0.8767401535034722
8792a14bb4a2620fdea59ab19201b72a,1,0.7892664585980748
9dae1298f42fdeabb17fea07978e4c76,4,0.8767401535034722
202c7dc0619af8c869551721df5cdbbe,2,0.7187773363501733
0edcedfd6fd7d99d6f7ddf29961253c5,4,0.6796035106426268
2da56ebc9b73ce8ae26ca89294ebf62f,3,0.9556490023851745
e825a6a8a80b0e90d443c737f812e431,4,0.8767401535034722
037f9199e36e71fa1ae55754ee3c6cb7,1,0.8611564180875317
97cc4edaf4f08a513f47b01107ac1bf3,0,0.8940700629009246
01c1efeac195d5a8a8a6567d97eafb1e,3,0.9556490023851745
3e4bc8f0864f82f81ac8ca92a5f22ede,2,0.8066878947072986
1917c59da38eae3409f92475b0891645,2,0.8066878947072986
91096500949cadd0c5b1e3753ce8ee56,3,0.9556490023851745
29b80e47cd6da004a6b46f68547c52c2,3,0.9556490023851745
3051e65eebe9c301e79ef4596077eda0,0,0.8940700629009246
585491610047c4497a720ffb579dea35,1,0.8611564180875317
0ed8826897ee17fd8da0f12bb2fc0f0e,1,0.8611564180875317
6b2d9680d201f932531d28323ae49a8c,1,0.6892626130617673
887c3a8f97da13f2474540ee901768fc,3,0.9556490023851745
6bcb33cddaca6ab7d98201f14562d5ec,1,0.8611564180875317
0d271ecbe175c24dacdc6a74a1df5596,0,0.8940700629009246
0320c8b124fa24fabf9887fd289f1897,3,0.9556490023851745
1912e9599b29a4d5eae48af8edb51f17,4,0.8767401535034722
7ae8c41ae30f8eb505ae4cf0a52a7a4a,4,0.8723331532422681
f98fbdb8850bda99685e812465b61973,2,0.8066878947072986
623e8d763d23c2b8a6abafe9ccc07b8a,4,0.8767401535034722
62da87a7f3946595e0d06b0fb666e0a4,4,0.8767401535034722
cebb22e96f167694841f5019bbb1be6e,2,0.8066878947072986
ed853c4619b08b05a3755e878f3ce33f,2,0.8066878947072986
b20d691c4eab82f16a4accc55e9f9d6d,2,0.8066878947072986
833409055f7a9d6f2f1c2dad006f6812,2,0.8066878947072986
b2cabc1f53ceff1c1d5eb4241666afaa,2,0.8066878947072986
fa05f5668b9294b94eb5ab820e273e55,4,0.4632222514651062
2afef1bc954747b4e91a344c75ea8c7c,0,0.6744125393689848
f9549b42286cc424ae34acfad4244205,0,0.8940700629009246
2504ceca67f827e229f8f6ff874332ac,0,0.8940700629009246
6c44a5b9e933480c339bfdf2d41c1b33,3,0.5473131274162393
0cfa7a248f294d49c92aefc489d68613,4,0.8767401535034722
94ccc8f6f51f1f70b35393860d26ba03,4,0.8767401535034722
4e3b13ba1ac2d8f0c0e4105d49120e79,4,0.7876738635965118
b6eda87a9aea5ecc9d1ce402dc91bb78,3,0.6402037330230818
5fb9c16d3b3e18c0bf61e9e745bc4cd9,0,0.8940700629009246
9000a78bff5f56c3e2dcef5e38f6f6b8,1,0.6799527163374587
674919530950c5f093c191ab64d66a1a,4,0.8767401535034722
7c6e2a37f8d42741a70bed0a9b1a0997,2,0.8066878947072986
194231efcea672308ad4efefbf60a57f,2,0.7630779775058162
f4f273bb0f1d9518912e05252e7c6d3d,2,0.8066878947072986
75ddd572c1345cdd2f1239ea7d56ec08,0,0.8940700629009246
01d56cdbef4c42dc7a9d93f1c080eaa3,0,0.8940700629009246
8195bdb45c2f5e44cc5d3523546f9f3f,3,0.9556490023851745
5e635186b8b77a34362f49be2f296c6e,4,0.7865933274488444
ff8f01d4b746b69b781d4ed2c49447d6,0,0.8940700629009246
ad9f9af25ed02ceea9d27e4d44a77973,2,0.8066878947072986
f1fb982aa7287c7480f5a4cf90c8b1b5,3,0.5527584416031159
d8973d1bec825418e305041cfb2b5dc8,4,0.6766369732192773
8211ab8a3e91c5756ac1adec18152782,4,0.4632222514651062
1e59cecdcce76d75e26984ef3d371373,2,0.8066878947072986
26ad67f418f975be2bf02656c1dc0125,3,0.9556490023851745
